HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT,WORK_ADDR_NUMB,WORK_ADDR_STREET_NAME,WORK_ADDR_UNIT_DESIGNATION,WORK_ADDR_UNIT_NUMBER,WORK_ADDR_CITY,WORK_ADDR_STATE,WORK_ADDR_ZIPCODE,WORK_ADDR_LATITUDE,WORK_ADDR_LONGITUDE,WORK_ADDR_PBKEY,ADDR_STREET_NUMBER,ADDR_STREET_NAME,ADDR_UNIT_DESIGNATION,ADDR_UNIT_NUMBER,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,PBKEY
EM26816,QYN9334,NP2176831,A-2018-BP407,1,,1,67844.6,2018-02-17 00:00:00.0,2018-02-23 00:00:00.0,0,1,41.87181419,-87.74478367,22130.00,1,QYN9334,2017-08-18,2018-08-18,2015,Toyota,Corolla,QKMR785,Silver,65112.0,0,Forest,Perkins,M,1961-06-19,082-38-7092,G729-1854-3742,2019-11-29,IL,2008-06-02,258-361-0709 ,fperkins@freshmaail.com,1,1058,E 93RD ST,,,CHICAGO,IL,60619,41.726073,-87.597469,P00007UWOSIX,265,LAKEWOOD CIR,,,BURR RIDGE,IL,60527,41.734811,-87.921902,-87.921902  
MK30457,FSK8907,UO2391104,A-2018-KW936,5,,3,91656.8,2018-06-06 00:00:00.0,2018-06-11 00:00:00.0,0,3,41.75890306,-87.58342653,1610.00,0,FSK8907,2017-05-26,2018-05-26,2014,Nissan,Maxima,NITF672,Med. Dark Gray,81696.0,0,Steven,Jurik,M,1943-04-05,308-32-3833,I818-4109-8491,2018-03-06,IL,2001-05-17,245-399-0212 ,sjurik@fasstmail.com,0,2136,N DAYTON ST,,,CHICAGO,IL,60614,41.921061,-87.650063,P00007UUFFHD,124,LAURA LN,,,THORNTON,IL,60476,41.575343,-87.608693,-87.608693  
AB78331,WVI6294,OV8096567,A-2017-VB298,1,,1,68313.3,2017-04-27 00:00:00.0,2017-05-07 00:00:00.0,0,3,41.86964303,-87.64552029,47748.00,1,WVI6294,2016-06-17,2017-06-17,2011,Chevrolet,Malibu,ZQYJ305,Silver,59832.0,1,Tracey,Esposito,M,1979-04-09,537-88-0365,Q269-9055-1759,2021-02-05,IL,2014-10-03,821-232-0088 ,tesposito@gmxx.com,0,2020,W 51ST PL,,,CHICAGO,IL,60609,41.800552,-87.675681,P00007UWNFTU,220,SOUTHGATE DR,,,NORTHBROOK,IL,60062,42.124598,-87.786296,-87.786296  
FK93725,MYO3843,NZ2140761,A-2018-RM315,1,,1,202436.1,2018-05-24 00:00:00.0,2018-06-06 00:00:00.0,1,1,41.89997167,-87.62401194,33200.00,1,DRS9126,2017-05-16,2018-05-16,2009,Buick,Enclave,HXBA261,Silver,197748.0,0,Donny,Lanzel,M,1942-11-10,691-20-3305,R531-6235-7866,2021-07-28,IL,2001-11-26,221-547-0245 ,dlanzel@outloop.com,0,100,E STATION ST,APT,130,BARRINGTON,IL,60010,42.153567,-88.135343,P00007UWICSJ,38337,N 7TH AVE,,,SPRING GROVE,IL,60081,42.420444,-88.179415,-88.179415  
CA15768,GYV4467,VT4410439,A-2018-CK569,1,,1,285816.8,2018-11-08 00:00:00.0,2018-11-21 00:00:00.0,0,1,41.82823724,-87.70198748,29070.00,1,QJG2225,2017-06-22,2018-06-22,2005,Dodge,Ram,PSXO458,Gold,280032.0,0,Edgar,Senecal,M,2000-03-21,011-12-9991,U411-2585-8677,2020-07-15,IL,2007-11-10,235-885-0835 ,esenecal@husshmail.com,0,1710,SHERWIN AVE,,,DES PLAINES,IL,60018,42.013225,-87.881929,P00007UWIH7M,747,WINDSOR RD,,,GLENVIEW,IL,60025,42.068879,-87.782314,-87.782314  
CH26680,BAW5047,OT5241796,A-2018-RU602,2,,1,42563.8,2018-05-20 00:00:00.0,2018-06-03 00:00:00.0,1,1,41.99758039,-87.69225776,19900.00,1,XTG6639,2017-03-14,2018-03-14,2016,Chevrolet,Silverado,AGXX722,White,37488.0,0,Debra,Casalegno,F,1938-10-10,602-37-7868,U948-5601-7563,2021-06-10,IL,2011-11-17,750-722-0586 ,dcasalegno@zohoo.com,0,6010,OAKWOOD DR,APT,5K,LISLE,IL,60532,41.774548,-88.082859,P00007UU5K2P,1706,N NEWCASTLE AVE,,,CHICAGO,IL,60707,41.911119,-87.796391,-87.796391  
CE29138,PSF2651,VQ1102124,A-2018-LH656,3,,2,68487.0,2018-12-13 00:00:00.0,2018-12-13 00:00:00.0,0,1,41.89640443,-87.63996177,2130.00,0,PSF2651,2017-03-16,2018-03-16,2015,Chevrolet,Tahoe,YTNB318,Med. Dark Gray,58680.0,0,Marlene,Cline,F,1980-05-26,418-84-4979,P162-7666-3688,2019-07-09,IL,2008-08-06,241-737-0508 ,mcline@lightemail.com,0,900,N NORTH BRANCH ST,,,CHICAGO,IL,60642,41.898847,-87.648776,P00007UWFS19,644,WHALOM LN,,,SCHAUMBURG,IL,60173,42.044504,-88.061254,-88.061254  
JH72873,QFC1969,WS2845258,A-2016-DV998,4,,3,43052.9,2016-08-05 00:00:00.0,2016-08-07 00:00:00.0,1,2,41.85290378,-87.63500468,1040.00,0,QFC1969,2015-06-22,2016-06-21,2014,Kia,Sportage,GLKD659,Silver,41952.0,0,Rosita,Michalsky,F,1983-05-03,370-98-1384,X697-6330-1153,2021-12-22,IL,2000-02-09,723-929-0959 ,rmichalsky@inboux.com,0,5825,S WENTWORTH AVE,,,CHICAGO,IL,60621,41.788148,-87.630029,P00007UWP2C2,433,N WELLS ST,APT,P17,CHICAGO,IL,60654,41.890234,-87.63374,-87.63374   
LE30855,MYN7190,SW3738500,A-2018-EB281,2,,3,169300.8,2018-10-18 00:00:00.0,2018-10-24 00:00:00.0,0,1,41.95259946,-87.65434119,14220.00,0,MYN7190,2017-04-19,2018-04-19,2011,Hyundai,Sonata,LZHZ403,Black,160176.0,0,Cassandra,Cedre,F,1957-05-07,237-85-8053,S914-7831-8601,2021-01-10,IL,2001-03-02,238-741-0147 ,ccedre@husshmail.com,0,2111,LORRAINE AVE,,,WAUKEGAN,IL,60087,42.390799,-87.852496,P00007UWJCG2,1480,SPRING BROOK CT,UNIT,3B,ROUND LAKE BEACH,IL,60073,42.365935,-88.117444,-88.117444  
JC56700,SCN4900,VP8823525,A-2016-QI630,4,,1,287840.5,2016-11-01 00:00:00.0,2016-11-06 00:00:00.0,0,1,41.74872543,-87.64413194,14250.00,1,BAW8640,2015-11-20,2016-11-19,2003,Ford,Edge,XZOL707,Black,283608.0,0,Rupert,Pressley,M,1987-12-19,446-87-0964,U622-1348-9083,2020-03-28,IL,2003-08-09,745-313-0407 ,rpressley@inboux.com,0,8130,RIVER DR,,,MORTON GROVE,IL,60053,42.030298,-87.785665,P00007UT3ZQU,14259,SCOTT LN,,,ORLAND PARK,IL,60462,41.631789,-87.81013,-87.81013   
AD53565,GZJ3059,XP5153025,A-2017-QO216,1,,3,290573.7,2017-06-16 00:00:00.0,2017-06-17 00:00:00.0,0,2,41.99033475,-87.69908651,1610.00,0,GZJ3059,2016-03-23,2017-03-23,2004,Lexus,NX,FTFE356,Silver,276120.0,0,Beverley,Woolcock,F,1936-06-14,852-53-3299,N489-8967-1848,2019-01-20,IL,2000-03-19,349-995-0713 ,bwoolcock@gmxx.com,0,8255,S CRANDON AVE,,,CHICAGO,IL,60617,41.744653,-87.568146,P00007UWOK68,5919,OAK RIDGE WAY,,,LISLE,IL,60532,41.776335,-88.100195,-88.100195  
DG11881,YAI3122,UN9888615,A-2017-XL267,3,,3,273140.2,2017-11-05 00:00:00.0,2017-11-08 00:00:00.0,0,3,41.74872543,-87.64413194,2530.00,0,YAI3122,2016-02-11,2017-02-10,2005,Nissan,Rogue,EKNB586,Silver,261588.0,0,Tanya,Dianda,F,1939-05-25,263-22-2052,J441-6474-9609,2020-01-11,IL,2007-04-11,230-480-0594 ,tdianda@beemail.com,0,1634,W GRACE ST,APT,1,CHICAGO,IL,60613,41.95089,-87.670464,P00007UWDWQ5,1817,E MAYA LN,,,MOUNT PROSPECT,IL,60056,42.097798,-87.898801,-87.898801  
JB93186,BRO9301,OR2756666,A-2018-FF640,3,,1,318364.7,2018-10-12 00:00:00.0,2018-10-13 00:00:00.0,0,2,41.95587913,-87.67838601,23575.00,1,BRO9301,2017-02-14,2018-02-14,2003,Chevrolet,Traverse,LTKE857,Dark Red,311580.0,0,Harlan,Shaum,M,1955-06-07,500-46-1567,X351-5972-8556,2018-11-13,IL,2012-08-26,237-216-0569 ,hshaum@fasstmail.com,0,614,WINTERBERRY CT,,,JOLIET,IL,60431,41.509537,-88.164116,P00007UW5NM6,8242,S RACINE AVE,,,CHICAGO,IL,60620,41.743745,-87.653889,-87.653889  
GA06376,HDF2975,UT6723898,A-2017-FQ760,4,,3,370275.1,2017-09-17 00:00:00.0,2017-09-22 00:00:00.0,0,1,41.75479737,-87.60789532,1260.00,0,AKV6418,2016-06-07,2017-06-07,1999,Honda,Pilot,GBBZ181,Black,369564.0,0,Zachery,Jayme,M,1983-08-03,161-81-4846,C283-7942-1672,2018-12-10,IL,2012-04-16,621-735-0784 ,zjayme@inboux.com,0,1273,CAMELOT LN,,,LEMONT,IL,60439,41.660716,-87.973065,P00007UTUCO6,180,ASHFIELD CT,,,BLOOMINGDALE,IL,60108,41.948286,-88.108232,-88.108232  
DA79188,WAG3647,XZ7924141,A-2018-TD680,5,,1,229262.8,2018-02-23 00:00:00.0,2018-03-08 00:00:00.0,0,1,41.89218892,-87.68444024,3013.00,1,WAG3647,2017-06-11,2018-06-11,2008,Ford,Explorer,GBBX739,Silver,220800.0,0,Arden,Conoly,M,1975-05-10,825-40-8003,P447-7942-8087,2020-01-23,IL,2014-01-02,261-401-0195 ,aconoly@zohoo.com,0,2007,HARDING AVE,,,WAUKEGAN,IL,60085,42.381466,-87.857231,P00007UWJBZF,91,W CHATHAM LN,,,ROUND LAKE,IL,60073,42.33889,-88.084923,-88.084923  
LK30681,JYI3545,VY6940502,A-2016-YE111,3,,1,34201.3,2016-11-03 00:00:00.0,2016-11-03 00:00:00.0,1,2,41.81575149,-87.68392697,28040.00,1,JYI3545,2015-05-09,2016-05-08,2013,Jeep,Cherokee,AKYA869,White,28800.0,1,Corrine,Nocero,F,1938-03-12,737-07-5457,H103-8314-8671,2018-08-09,IL,2000-04-04,841-998-0400 ,cnocero@life.com,0,14,S ASHLAND AVE,APT,507,LA GRANGE,IL,60525,41.814851,-87.872687,P00007UU4RPT,803,W GLENCOE RD,,,PALATINE,IL,60067,42.108316,-88.063401,-88.063401  
HD52784,WBE5419,VS5223796,A-2017-UW398,1,,1,192322.9,2017-03-28 00:00:00.0,2017-04-01 00:00:00.0,0,5,41.78588849,-87.72310659,2196.50,1,WBE5419,2016-04-17,2017-04-17,2008,Nissan,Sentra,MXJL745,Silver,179568.0,0,Ivan,Stiegelmeyer,M,1945-04-02,160-76-0346,Y463-4874-8257,2018-05-05,IL,2003-06-17,738-534-0226 ,istiegelmeyer@gmxx.com,0,1712,N 24TH AVE,,,MELROSE PARK,IL,60160,41.904679,-87.863482,P00007UTIUEQ,17040,HICKORY CT,,,ORLAND HILLS,IL,60487,41.580447,-87.83471,-87.83471   
DI66590,WWB3997,OY5143141,A-2018-NS395,4,,3,200517.7,2018-11-21 00:00:00.0,2018-11-29 00:00:00.0,1,1,41.89570453,-87.70221852,2020.00,0,WWB3997,2017-08-16,2018-08-16,2008,Subaru,Impreza,TRAG903,White,197244.0,0,Winston,Trentacoste,M,1935-04-29,105-32-2069,O677-7250-3877,2020-07-06,IL,2016-08-24,741-345-0514 ,wtrentacoste@ggmail.com,0,325,N WELLS ST,STE,100,CHICAGO,IL,60654,41.888132,-87.633705,P00007UUW6EE,182,W LAKE ST,APT,902,CHICAGO,IL,60601,41.886025,-87.633726,-87.633726  
EK13307,DJE1178,TW0205056,A-2018-LL606,3,,1,240783.3,2018-05-30 00:00:00.0,2018-06-03 00:00:00.0,1,1,41.69093147,-87.66242463,28740.00,1,DJE1178,2017-07-21,2018-07-21,2008,Toyota,Corolla,CDRE671,White,226092.0,0,Laverne,Langenbach,F,1969-02-07,691-70-0711,K361-7137-9222,2018-03-14,IL,2016-06-05,738-937-0806 ,llangenbach@mooosend.com,0,4248,W 18TH ST,,,CHICAGO,IL,60623,41.857205,-87.731677,P00007UWP9SF,5746,N BERNARD ST,,,CHICAGO,IL,60659,41.986176,-87.715417,-87.715417  
LF92525,FSV8061,ZX4651616,A-2018-QG206,2,,3,164124.4,2018-03-21 00:00:00.0,2018-03-21 00:00:00.0,1,1,41.89673792,-87.62022135,1860.00,0,FSV8061,2017-06-03,2018-06-03,2011,GMC,Sierra,UOED622,Silver,159264.0,0,Lucius,Plisko,M,1947-04-12,872-47-1883,C740-2954-1788,2019-02-21,IL,2006-01-04,723-326-0419 ,lplisko@yahoot.com,0,7337,S SOUTH SHORE DR,APT,719,CHICAGO,IL,60649,41.763393,-87.558526,P00007UUULMS,3609,W DIVERSEY AVE,,,CHICAGO,IL,60647,41.931656,-87.717633,-87.717633  
GG83108,SCG7321,VV2881252,A-2017-KL196,5,,3,175619.4,2017-06-14 00:00:00.0,2017-06-20 00:00:00.0,0,1,41.75416613,-87.58624573,1200.00,0,SCG7321,2016-04-16,2017-04-16,2001,GMC,Yukon,EWPW970,Silver,162258.0,1,Theodora,Medcalf,F,1963-11-13,088-50-1112,C841-9029-7511,2019-04-12,IL,2005-06-23,745-901-0777 ,tmedcalf@gmxx.com,0,420,W BUTTERFIELD RD,,,ELMHURST,IL,60126,41.862138,-87.951466,P00007UTF2XZ,1639,N MAJOR AVE,,,CHICAGO,IL,60639,41.910594,-87.767611,-87.767611  
JM17168,EVO4040,NY6656317,A-2016-YN454,2,,1,114242.3,2016-09-10 00:00:00.0,2016-09-19 00:00:00.0,1,4,41.88117859,-87.62448807,19960.00,1,EVO4040,2015-08-15,2016-08-14,2004,Volkswagen,Tiguan,VMZC568,Silver,110016.0,1,Robert,Denkins,M,1946-06-06,564-93-8012,T766-5971-2427,2020-05-30,IL,2017-02-14,643-303-0926 ,rdenkins@lightemail.com,0,500,MANDA LN,APT,414,WHEELING,IL,60090,42.146858,-87.947735,P00007UT9TAB,1602,MONROE LN,,,HANOVER PARK,IL,60133,41.973049,-88.142401,-88.142401  
KB66486,DEU4341,ZN0464148,A-2018-PQ371,2,,3,114097.7,2018-04-14 00:00:00.0,2018-04-27 00:00:00.0,1,1,41.73599814,-87.72162026,2580.00,0,DEU4341,2017-01-27,2018-01-27,2009,Dodge,Challenger,VQYB810,Med Dk Blue,99936.0,1,Elias,Hariston,M,1994-07-04,064-68-6855,F676-3183-2143,2019-02-14,IL,2007-06-05,826-352-0701 ,ehariston@mailjeep.com,0,10114,HOLLY LN,,,DES PLAINES,IL,60016,42.0644,-87.865219,P00007UWIFSY,909,19TH ST,,,ZION,IL,60099,42.460428,-87.820498,-87.820498  
MI82351,QEM7213,NN4080926,A-2018-SU104,5,,3,49994.7,2018-07-12 00:00:00.0,2018-07-21 00:00:00.0,0,1,41.78318944,-87.66651674,1910.00,0,QEM7213,2017-09-12,2018-09-12,2016,Toyota,Corolla,RHDL603,Med Dk Blue,39864.0,0,Neil,Plesz,M,1951-04-29,703-15-1007,S291-3611-6286,2018-02-23,IL,2001-11-07,245-997-0222 ,nplesz@husshmail.com,0,408,MAUDE AVE,,,JOLIET,IL,60433,41.50332,-88.070584,P00007UTT89S,4596,W 131ST ST,APT,2N,ALSIP,IL,60803,41.654904,-87.729484,-87.729484  
DB07596,PYL5449,PT6949793,A-2018-CP816,3,,3,265605.5,2018-02-21 00:00:00.0,2018-02-22 00:00:00.0,0,1,41.77909217,-87.68191355,2700.00,0,XCF5637,2017-10-12,2018-10-12,2007,Buick,Encore,JZSU225,Black,250668.0,0,Francis,Mckeith,F,1978-07-02,866-75-8589,F357-7300-7970,2018-12-08,IL,2013-05-02,258-645-0699 ,fmckeith@zohoo.com,0,23,E 24TH ST,,,CHICAGO HEIGHTS,IL,60411,41.493661,-87.638361,P00007UTQNJQ,11020,MAYFIELD AVE,,,CHICAGO RIDGE,IL,60415,41.691438,-87.766967,-87.766967  
AF31582,LYX9130,ZV3478993,A-2016-LG319,5,,1,50292.6,2016-04-18 00:00:00.0,2016-04-24 00:00:00.0,0,4,41.90156514,-87.6672981,34390.00,1,LYX9130,2015-08-03,2016-08-02,2012,Dodge,Challenger,LBEH528,Med. Dark Gray,37656.0,1,Ben,Feierabend,M,1981-08-14,476-30-0534,X743-6017-3593,2019-08-25,IL,2011-10-25,350-816-0497 ,bfeierabend@yahoot.com,0,8021,W 91ST ST,,,HICKORY HILLS,IL,60457,41.725521,-87.819201,P00007UTXTC2,930,HILLWOOD CIR,,,ROUND LAKE BEACH,IL,60073,42.36973,-88.106848,-88.106848  
JD81772,IYJ5989,XT7680352,A-2017-UH694,2,,3,65265.5,2017-03-22 00:00:00.0,2017-04-04 00:00:00.0,0,1,41.93102101,-87.67686402,16870.00,0,IYJ5989,2016-02-19,2017-02-18,2014,Mercedes,C Class,KDLD248,Silver,59700.0,0,Daron,Lartz,M,1966-09-04,421-32-9791,V654-3654-5471,2021-01-23,IL,2003-02-24,750-475-0333 ,dlartz@gmxx.com,0,3947,W FULLERTON AVE,,,CHICAGO,IL,60647,41.924196,-87.726129,P00007UUUFOZ,14901,OAKDALE AVE,,,HARVEY,IL,60426,41.618746,-87.622929,-87.622929  
JJ68191,EZL5621,UN9743604,A-2018-BW878,3,,4,102623.9,2018-12-29 00:00:00.0,2019-01-07 00:00:00.0,1,1,41.84521878,-87.64659399,24380.00,1,EZL5621,2017-09-06,2018-09-06,2013,Volkswagen,Jetta,BCTA340,Med. Dark Gray,97620.0,0,Griselda,Nicora,F,1978-04-18,851-18-5648,F663-5902-8393,2021-04-14,IL,2009-08-26,729-294-0073 ,gnicora@fasstmail.com,0,7441,BLACKBURN AVE,APT,204,DOWNERS GROVE,IL,60516,41.752567,-87.997336,P00007UU3X2Z,87,RADNOR LN,,,CRETE,IL,60417,41.458638,-87.613781,-87.613781  
BE83816,VZD5442,ZY0696494,A-2017-MK806,5,,3,67999.3,2017-06-23 00:00:00.0,2017-07-06 00:00:00.0,0,1,41.8820229,-87.63708141,1050.00,0,XUE3457,2016-03-25,2017-03-25,2014,Ford,Focus,USKR195,Black,57132.0,0,Shelby,Surla,M,1980-06-04,886-97-2168,P812-1737-3449,2020-11-14,IL,2017-06-12,821-584-0252 ,ssurla@life.com,0,2625,W FOSTER AVE,APT,2,CHICAGO,IL,60625,41.975643,-87.695071,P00007UULAI2,1249,N WINSLOWE DR,UNIT,303,PALATINE,IL,60074,42.133698,-88.018819,-88.018819  
DK29831,JLE3816,NO8377560,A-2018-FQ908,5,,3,114823.5,2018-04-24 00:00:00.0,2018-05-08 00:00:00.0,0,3,41.9686275,-87.77946917,1978.00,0,JLE3816,2017-03-06,2018-03-06,2013,Ford,Explorer,KDNZ081,Med. Dark Gray,103068.0,0,Katrina,Glomb,F,1948-03-12,833-23-6307,P560-5427-1717,2021-02-18,IL,2012-05-19,237-369-0865 ,kglomb@freshmaail.com,0,2025,W JARVIS AVE,,,CHICAGO,IL,60645,42.014836,-87.681524,P00007UWFY1W,1750,CAROL CT,,,DEERFIELD,IL,60015,42.177732,-87.870514,-87.870514  
KB13759,RDF5532,RU4143795,A-2016-UJ516,5,,3,187053.8,2016-06-19 00:00:00.0,2016-06-23 00:00:00.0,0,3,41.92128809,-87.6548357,2150.00,0,RDF5532,2015-01-23,2016-01-23,2007,Chevrolet,Cruze,KJGK219,Dark Red,181332.0,0,Katheryn,Geld,F,1969-02-25,149-86-7192,S667-2232-9695,2021-02-16,IL,1999-03-17,245-921-0565 ,kgeld@freshmaail.com,0,556,W 144TH ST,,,RIVERDALE,IL,60827,41.633153,-87.635853,P00007UWS2O4,1530,FAITHORN AVE,,,CRETE,IL,60417,41.438641,-87.625269,-87.625269  
IA99118,CEO4170,PS9777007,A-2018-ZA707,5,,1,362191.6,2018-04-01 00:00:00.0,2018-04-10 00:00:00.0,1,1,41.99750814,-87.70879746,41779.50,1,CEO4170,2017-02-08,2018-02-08,2002,Jeep,Compass,UDTT958,Med Dk Blue,356376.0,0,Bo,Rheuark,M,1936-01-08,044-96-1623,S753-2814-2831,2021-11-24,IL,2002-03-04,735-985-0685 ,brheuark@outloop.com,0,155,N HARBOR DR,APT,511,CHICAGO,IL,60601,41.884918,-87.614793,P00007UUA94G,3101,N KENMORE AVE,APT,3,CHICAGO,IL,60657,41.938231,-87.654911,-87.654911  
AK31451,XHP1162,UU6872926,A-2016-GZ519,5,,1,259567.0,2016-01-08 00:00:00.0,2016-01-11 00:00:00.0,1,1,41.98978644,-87.74869423,20769.00,1,XHP1162,2015-02-01,2016-02-01,2003,Toyota,Tundra,VGAU671,Silver,255528.0,0,Jame,Irven,M,1939-01-30,038-89-0803,R566-7741-8181,2021-10-14,IL,2006-05-26,259-347-0969 ,jirven@inboux.com,0,2314,N CLYBOURN AVE,,,CHICAGO,IL,60614,41.923897,-87.667846,P00007UWO62H,680,EVERGREEN LN,,,HOFFMAN ESTATES,IL,60169,42.055808,-88.096563,-88.096563  
LE11388,SMO5933,QP6888655,A-2016-VC209,3,,1,211068.3,2016-06-25 00:00:00.0,2016-07-03 00:00:00.0,1,2,41.78656968,-87.60590062,33000.00,1,YZG1660,2015-09-09,2016-09-08,2006,Nissan,Rogue,DJTF086,Med Dark Green,201960.0,0,Olga,Persaud,F,1986-10-02,304-71-8790,N785-4630-3771,2018-07-29,IL,2009-11-01,735-227-0693 ,opersaud@mmail.com,0,1138,W PRATT BLVD,APT,1N,CHICAGO,IL,60626,42.00589,-87.660103,P00007UULM9U,3440,N LAKE SHORE DR,APT,DR9C,CHICAGO,IL,60657,41.944348,-87.641473,-87.641473  
IG58533,CKM9063,TP7659286,A-2018-QG425,5,,3,88937.7,2018-09-28 00:00:00.0,2018-10-06 00:00:00.0,0,1,41.77139325,-87.65443268,2160.00,0,CKM9063,2017-09-04,2018-09-04,2014,Mazda,CX-5,GRJF415,White,84840.0,0,Eddie,Samm,F,1974-05-08,634-42-4090,C543-2764-9036,2021-01-29,IL,2004-03-07,241-509-0465 ,esamm@husshmail.com,0,21555,W COUNTRYSIDE VALLEY DR,,,MUNDELEIN,IL,60060,42.249953,-88.053164,P00007UT4Z7O,1720,W PARTRIDGE LN,UNIT,1,ARLINGTON HEIGHTS,IL,60004,42.152129,-88.000193,-88.000193  
LF35202,FTE9359,SY2891953,A-2016-DI581,1,,3,91330.9,2016-06-09 00:00:00.0,2016-06-09 00:00:00.0,1,1,41.94579927,-87.76423351,1460.00,0,FTE9359,2015-10-13,2016-10-12,2012,Ford,F-150,HFEB775,White,82032.0,0,Stefan,Purcel,M,1968-10-08,215-92-0509,J451-8942-1842,2018-07-24,IL,2006-10-06,836-932-0542 ,spurcel@fasstmail.com,0,6336,S WESTERN AVE,,,CHICAGO,IL,60636,41.778097,-87.683998,P00007UWQ996,1208,NOYES ST,,,EVANSTON,IL,60201,42.058139,-87.688342,-87.688342  
LK41983,YMS5429,RN2192107,A-2016-FX902,3,,1,374189.9,2016-05-07 00:00:00.0,2016-05-15 00:00:00.0,1,1,41.76139481,-87.64931423,36440.00,1,YMS5429,2015-02-02,2016-02-02,2000,Chevrolet,Traverse,KDCF704,Light Brown,362304.0,0,Charla,Fjeldsted,F,1952-11-27,755-02-6059,M377-8526-2004,2020-08-20,IL,2004-09-22,741-301-0088 ,cfjeldsted@freshmaail.com,0,225,W JOE ORR RD,,,CHICAGO HEIGHTS,IL,60411,41.521343,-87.651877,P00007UTQYD1,1929,E 172ND ST,,,SOUTH HOLLAND,IL,60473,41.583046,-87.569878,-87.569878  
FK18564,GDD9417,WW5341987,A-2017-DZ468,1,,1,339378.3,2017-08-09 00:00:00.0,2017-08-17 00:00:00.0,0,1,41.87432781,-87.64256918,48035.50,1,XGI2318,2016-05-18,2017-05-18,1999,Kia,Sorento,DLQJ629,Light Brown,328464.0,0,Kathleen,Berthold,F,1964-02-09,653-40-7587,Y525-7708-7202,2020-01-18,IL,2006-11-23,625-929-0134 ,kberthold@ggmail.com,1,1059,W 59TH ST,,,CHICAGO,IL,60621,41.786672,-87.65209,P00007UWP3JX,141,LONGRIDGE DR,,,BLOOMINGDALE,IL,60108,41.953607,-88.088269,-88.088269  
JH92659,ZEC4725,QP4887345,A-2018-CU329,5,,3,245177.8,2018-03-18 00:00:00.0,2018-03-31 00:00:00.0,1,1,41.91087554,-87.65827824,1200.00,0,ZEC4725,2017-07-20,2018-07-20,2007,Chevrolet,Silverado,GZRU525,Silver,240252.0,0,Ines,Littrell,F,1971-03-07,027-31-6155,M720-5515-6732,2020-06-06,IL,2003-01-23,621-594-0798 ,ilittrell@gmxx.com,0,8300,CONCORD DR,UNIT,503,MORTON GROVE,IL,60053,42.03284,-87.782478,P00007UT46G1,5843,E BEVERLY CIR,,,HANOVER PARK,IL,60133,41.978695,-88.139972,-88.139972  
MD02905,SWS9887,QV3913754,A-2016-NQ521,1,,3,70986.7,2016-09-10 00:00:00.0,2016-09-17 00:00:00.0,0,1,41.87907527,-87.7715013,2270.00,0,SWS9887,2015-05-11,2016-05-10,2013,Ford,F-150,NTNY318,Med Dk Blue,58320.0,0,Brett,Mahin,M,1959-03-09,876-27-9651,Z972-1632-8361,2018-02-05,IL,2005-09-19,232-573-0687 ,bmahin@beemail.com,0,5212,S JUSTINE ST,,,CHICAGO,IL,60609,41.799049,-87.663839,P00007UWNC91,8115,N OCTAVIA AVE,,,NILES,IL,60714,42.028465,-87.808514,-87.808514  
HL58475,BNY1823,OO6164625,A-2017-OV829,5,,1,235196.5,2017-04-02 00:00:00.0,2017-04-09 00:00:00.0,0,1,41.84925702,-87.68570568,19390.00,1,BNY1823,2016-03-18,2017-03-18,2007,Toyota,Rav-4,TLHV111,Med Red,230124.0,0,Marilynn,Prive,F,1995-02-12,223-96-4336,G156-6566-9703,2018-05-26,IL,2009-01-23,736-560-0307 ,mprive@inboux.com,0,6341,N ARTESIAN AVE,,,CHICAGO,IL,60659,41.997057,-87.690706,P00007UWRQQ0,55,W DELAWARE PL,APT,521,CHICAGO,IL,60610,41.898375,-87.630582,-87.630582  
BD15196,XHE2505,WW3699493,A-2017-ND745,3,,3,120715.4,2017-08-08 00:00:00.0,2017-08-15 00:00:00.0,0,4,41.85539582,-87.63030525,1630.00,0,XHE2505,2016-07-05,2017-07-05,2011,Ford,F-150,FCEJ584,Light Brown,118800.0,0,Bennie,Binnicker,F,1978-05-12,776-54-3088,U953-6544-9887,2021-02-20,IL,1999-01-07,827-328-0893 ,bbinnicker@beemail.com,1,7409,DAVIS ST,,,MORTON GROVE,IL,60053,42.046141,-87.811569,P00007UT41R1,1328,WESSLING DR,,,NORTHBROOK,IL,60062,42.128694,-87.873565,-87.873565  
